id,label
189,0.0
190,1.0
191,0.0
192,0.0
193,0.00123
194,5.69e-05
195,0.999
196,0.999
197,0.9707
198,0.0
199,1.0
200,0.8936
201,1.0
202,0.00011784
203,0.997
204,1.0
205,0.0
206,0.0
207,1.0
208,0.0
209,0.0
210,2.13e-05
211,1.0
212,1.0
213,2.03e-05
214,1.0
215,1.0
216,0.994
217,1.0
218,2.176e-05
219,1.0
220,0.999
221,0.0002234
222,1.0
223,0.994
224,0.0
225,1.0
226,0.998
227,0.999
228,4.4e-05
229,1.0
230,7.486e-05
231,1.0
232,0.7188
233,0.0
234,0.0
235,1.0
236,1.0
237,0.0
238,1.0
239,0.0
240,0.999
241,1.0
242,1.0
243,0.0
244,1.0
245,0.999
246,0.0525
247,1.0
248,0.0
249,0.001099
250,1.0
251,1.0
252,0.0004513
253,1.0
254,1.88e-05
255,0.002388
256,0.0
257,1.0
258,1.0
259,0.0
260,9.537e-05
261,0.0
262,1.0
263,0.0
264,0.0001881
265,0.999
266,0.0
267,0.0
268,5.92e-05
269,0.999
270,1.0
271,1.0
272,0.0
273,0.997
274,0.0
275,0.003172
276,1.0
277,0.98
278,0.000629
279,6.81e-05
280,1.0
281,0.997
282,1.0
283,0.0
284,1.0
285,0.0
286,1.0
287,5.394e-05
288,6.205e-05
289,1.0
290,0.0
291,0.0
292,0.995
293,0.999
294,0.0004032
295,0.0
296,1.0
297,1.0
298,0.996
299,1.0
300,4.07e-05
301,0.0
302,0.001965
303,0.0003276
304,0.0
305,0.0
306,1.0
307,1.0
308,0.0
309,0.0
310,0.002726
311,6.25e-05
312,0.0002759
313,0.0
314,0.0
315,0.9844
316,0.0
317,0.976
318,0.0
319,1.0
320,0.0
321,0.0
322,1.0
323,0.0
324,0.0
325,0.998
326,0.999
327,0.994
328,1.0
329,0.0
330,0.001202
331,0.993
332,0.9893
333,1.0
334,0.0
335,0.0
336,0.0
337,1.0
338,0.0
339,0.0
340,1.88e-05
341,7.486e-05
342,5.877e-05
343,0.01895
344,0.001591
345,0.4092
346,1.0
347,0.0
348,0.999
349,0.004505
350,1.0
351,0.0
352,1.0
353,1.0
354,0.9863
355,1.0
356,1.0
357,0.0
358,1.0
359,7.546e-05
360,0.0
361,1.0
362,0.0
363,1.0
364,0.0
365,0.998
366,1.0
367,1.0
368,1.0
369,1.0
370,1.0
371,1.0
372,0.0
373,1.0
374,0.0
375,1.0
376,0.0
377,1.0
378,0.000303
379,0.999
380,0.943
381,1.0
382,0.001139
383,1.0
384,1.0
385,1.0
386,0.0
387,0.00236
388,0.0
389,1.0
390,0.002443
391,0.04932
392,1.0
393,0.0
394,1.0
395,1.0
396,0.0
397,1.0
398,0.0
399,1.0
400,0.998
401,1.0
402,0.0
403,0.998
404,0.0
405,1.0
406,1.0
407,0.01932
408,0.005642
409,0.002174
410,0.0
411,1.0
412,1.0
413,1.0
414,0.0
415,1.0
416,0.0
417,1.0
418,1.0
419,1.0
420,1.0
421,1.0
422,1.0
423,1.0
424,1.0
425,0.998
426,0.001949
427,0.991
428,6.06e-05
429,1.0
430,1.0
431,1.0
432,0.0
433,0.997
434,0.9053
435,1.0
436,0.0
437,0.0
438,0.9536
439,1.0
440,0.999
441,0.0
442,0.0
443,1.0
444,9.69e-05
445,0.0964
446,1.0
447,7.2e-05
448,0.0
449,0.003122
450,0.993
451,0.0
452,0.996
453,1.0
454,1.603e-05
455,0.0
456,0.0002166
457,1.0
458,0.0003936
459,1.0
460,0.994
461,0.0007353
462,0.0
463,1.0
464,6.205e-05
465,0.0
466,1.0
467,1.0
468,0.0
469,0.997
470,0.999
471,0.0
472,1.0
473,0.998
474,0.979
475,1.0
476,0.0
477,0.3901
478,0.0
479,1.0
480,0.9634
481,1.0
482,1.0
483,0.9375
484,5.92e-05
485,0.998
486,0.999
487,0.0
488,0.0001867
489,0.9893
490,1.0
491,1.0
492,0.0
493,0.0003448
494,0.0
495,0.999
496,0.996
497,0.0
498,0.945
499,1.0
500,0.0001636
501,0.996
502,0.0
503,1.0
504,0.0
505,0.0001048
506,0.0
507,1.0
508,1.0
509,1.0
510,1.0
511,1.0
512,2.21e-05
513,1.0
514,0.0
515,0.999
516,1.0
517,1.0
518,0.9863
519,0.0
520,0.0
521,1.0
522,0.0
523,1.0
524,0.0266
525,0.000303
526,0.0
527,0.935
528,1.0
529,0.0
530,0.0
531,1.0
532,0.11066
533,0.0
534,0.999
535,0.0008764
536,0.999
537,0.0
538,0.0
539,0.001389
540,1.0
541,0.0
542,1.0
543,0.0
544,3.15e-05
545,1.0
546,0.002262
547,1.0
548,0.995
549,0.0
550,0.0
551,0.004135
552,1.0
553,0.00775
554,0.0
555,0.999
556,0.0009217
557,1.0
558,0.999
559,1.0
560,0.983
561,0.0004456
562,4.196e-05
563,0.0
564,2.39e-05
565,1.0
566,0.0
567,0.000536
568,1.0
569,0.997
570,0.0
571,0.2234
572,0.3225
573,0.0004456
574,1.0
575,0.0
576,0.0001324
577,0.0
578,0.000521
579,0.0001513
580,0.0
581,0.999
582,1.0
583,0.0
584,7.546e-05
585,1.0
586,0.0
587,0.0
588,0.0
589,0.000795
590,0.998
591,0.999
592,4.47e-05
593,1.0
594,1.0
595,1.0
596,3.296e-05
597,1.0
598,0.0001377
599,7.427e-05
600,0.0
601,0.9497
602,4.65e-05
603,0.0
604,4.756e-05
605,0.0
606,0.0
607,1.0
608,1.0
609,0.0
610,1.0
611,0.0
612,1.0
613,0.0
614,0.0001674
615,0.0
616,1.0
617,1.0
618,0.0001398
619,0.0003788
620,0.925
621,0.0
622,0.0
623,5.066e-05
624,0.0
625,0.00011593
626,1.0
627,0.0
628,2.337e-05
629,1.0
630,1.0
631,0.999
632,0.998
633,0.999
634,0.0
635,0.004944
636,1.0
637,1.0
638,0.0002003
639,6.11e-05
640,3.17e-05
641,0.999
642,0.0002288
643,1.0
644,0.996
645,0.000429
646,7.904e-05
647,4.27e-05
648,0.0
649,0.0
650,1.0
651,1.0
652,1.0
653,3.093e-05
654,1.0
655,1.0
656,1.0
657,1.0
658,1.0
659,0.0
660,0.0
661,1.0
662,0.0
663,0.0
664,2.044e-05
665,0.0001284
666,0.1934
667,1.0
668,0.999
669,1.0
670,0.995
671,0.0
672,0.0
673,0.0
674,0.002028
675,0.998
676,1.0
677,0.0002453
678,0.0993
679,0.997
680,0.000253
681,0.999
682,0.0001926
683,9.84e-05
684,1.0
685,1.0
686,1.0
687,0.997
688,1.0
689,7.97e-05
690,0.06335
691,1.0
692,3.82e-05
693,0.922
694,1.0
695,1.0
696,0.0
697,0.0
698,0.0005794
699,0.0
700,1.0
701,0.01129
702,0.0
703,0.01872
704,0.0
705,0.9883
706,0.997
707,1.0
708,1.0
709,1.0
710,0.993
711,0.0
712,1.0
713,1.0
714,0.0
715,1.0
716,0.1686
717,0.0
718,1.0
719,0.9893
720,1.967e-05
721,0.0002133
722,0.001987
723,1.0
724,0.998
725,1.0
726,0.0
727,1.0
728,5.48e-05
729,1.58e-05
730,1.0
731,0.998
732,1.0
733,0.0
734,0.000566
735,1.0
736,0.956
737,0.0
738,1.0
739,0.999
740,0.0
741,0.01616
742,0.999
743,1.0
744,1.0
745,0.997
746,0.998
747,1.0
748,0.0001243
749,0.0
750,0.995
751,0.00994
752,0.998
753,0.0
754,8.35e-05
755,3.07e-05
756,0.0001334
757,1.0
758,0.0
759,0.0
760,1.0
761,1.0
762,0.0
763,1.0
764,0.01991
765,1.0
766,0.981
767,1.0
768,1.0
769,1.0
770,0.99
771,0.0
772,0.00311
773,1.0
774,3.76e-05
775,0.0
776,0.02158
777,1.0
778,0.0
779,1.0
780,1.0
781,1.0
782,0.0005746
783,1.0
784,1.0
785,0.0
786,1.0
787,0.0
788,0.0
789,0.995
790,1.0
791,1.0
792,1.0
793,1.0
794,1.0
795,0.00215
796,0.7314
797,1.0
798,1.0
799,0.0
800,1.0
801,0.0009294
802,0.10175
803,0.001675
804,0.0
805,1.0
806,0.999
807,1.0
808,0.997
809,1.0
810,1.0
811,0.0
812,1.0
813,0.576
814,0.993
815,1.0
816,1.0
817,0.0
818,1.0
819,1.0
820,0.0
821,1.0
822,0.0001811
823,1.0
824,0.0
825,0.0
826,1.0
827,0.0
828,0.999
829,1.0
830,0.00251
831,0.0
832,0.997
833,1.0
834,1.0
835,1.0
836,2.176e-05
837,1.0
838,0.0
839,1.0
840,0.0
841,0.0001956
842,1.0
843,4.166e-05
844,0.993
845,0.999
846,1.0
847,0.0
848,1.0
849,0.000823
850,0.0
851,1.0
852,0.0
853,1.0
854,1.0
855,0.0
856,0.0
857,1.0
858,1.0
859,0.0
860,1.57e-05
861,1.0
862,0.997
863,1.0
864,1.0
865,1.0
866,0.999
867,0.0
868,0.0
869,0.0
870,1.0
871,1.0
872,0.0
873,1.0
874,1.0
875,0.0003276
876,1.0
877,3.45e-05
878,0.993
879,0.997
880,0.001329
881,0.000656
882,1.0
883,1.0
884,0.999
885,1.0
886,0.0
887,1.0
888,1.92e-05
889,0.0
890,0.999
891,1.0
892,1.0
893,1.0
894,0.002663
895,0.01718
896,0.01866
897,0.0
898,0.0
899,1.0
900,0.997
901,1.0
902,3.535e-05
903,0.975
904,1.0
905,0.0002066
906,0.0
907,0.998
908,0.997
909,0.0
910,3.093e-05
911,0.000542
912,0.993
913,0.999
914,0.0003302
915,0.9473
916,0.991
917,0.0007615
918,1.0
919,0.001017
920,0.0
921,6.306e-05
922,1.0
923,1.0
924,0.0
925,0.0
926,7.31e-05
927,0.0
928,0.0
929,0.003511
930,1.0
931,4.8e-05
932,7.373e-05
933,0.0
934,0.997
935,0.999
936,0.0005507
937,0.02116
938,0.0
939,0.999
940,1.0
941,0.0
942,0.0
943,0.0
944,1.0
945,1.0
946,1.0
947,0.0
948,0.0004761
949,1.0
950,0.999
951,0.0
952,1.603e-05
953,1.0
954,3.48e-05
955,1.0
956,1.0
957,0.999
958,1.0
959,0.002674
960,1.0
961,0.0
962,1.0
963,0.999
964,0.0
965,0.0
966,0.996
967,0.0
968,1.0
969,1.0
970,1.0
971,0.997
972,0.996
973,0.0
974,1.0
975,0.0
976,0.0002913
977,3.82e-05
978,0.0
979,0.999
980,1.0
981,1.0
982,0.914
983,0.999
984,0.991
985,0.00543
986,0.0001911
987,1.68e-05
988,0.0
989,1.0
990,0.0
991,4.4e-05
992,0.997
993,0.999
994,4.137e-05
995,0.993
996,0.0
997,1.0
998,1.0
999,0.0
1000,1.0
1001,3.22e-05
1002,1.0
1003,1.0
1004,1.0
1005,0.0
1006,1.0
1007,1.0
1008,3.68e-05
1009,1.0
1010,0.991
1011,0.0
1012,1.0
1013,0.0006313
1014,1.0
1015,0.0
1016,0.9873
1017,3.35e-05
1018,1.0
1019,1.0
1020,0.0
1021,0.0002216
1022,0.000448
1023,0.0003672
1024,0.0
1025,0.0
1026,0.01369
1027,0.0
1028,3.195e-05
1029,0.0
1030,5.6e-05
1031,0.0
1032,1.0
1033,0.997
1034,0.998
1035,0.0
1036,0.999
1037,1.0
1038,1.0
1039,0.0001273
1040,1.0
1041,0.0
1042,0.9727
1043,0.0
1044,0.999
1045,0.004665
1046,0.000959
1047,2.53e-05
1048,1.0
1049,0.0
1050,0.0
1051,0.0
1052,1.0
1053,1.0
1054,1.0
1055,0.8975
1056,1.0
1057,1.0
1058,0.999
1059,1.0
1060,0.000358
1061,0.0
1062,0.0
1063,0.0
1064,2.08e-05
1065,0.0
1066,1.0
1067,1.0
1068,1.0
1069,0.0006747
1070,1.0
1071,0.0
1072,0.992
1073,0.0
1074,1.0
1075,1.0
1076,3.976e-05
1077,1.0
1078,6.92e-05
1079,0.998
1080,1.0
1081,1.0
1082,1.0
1083,1.0
1084,0.0
1085,0.10767
1086,1.0
1087,0.999
1088,0.03705
1089,1.0
1090,2.545e-05
1091,0.948
1092,0.3962
1093,0.999
1094,1.0
1095,1.0
1096,1.0
1097,0.00010556
1098,0.03168
1099,0.0
1100,1.0
1101,1.0
1102,0.0
1103,0.0
1104,0.0
1105,0.979
1106,0.999
1107,0.0
1108,1.0
1109,0.0
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,1.0
1115,1.0
1116,1.0
1117,0.0
1118,0.0
1119,0.0
1120,0.001107
1121,0.998
1122,1.0
1123,0.0
1124,0.0
1125,1.764e-05
1126,0.0
1127,0.0
1128,0.0001205
1129,0.992
1130,0.999
1131,0.999
1132,0.0004091
1133,0.0
1134,0.001524
1135,5.48e-05
1136,1.0
1137,0.0
1138,0.0
1139,3.32e-05
1140,4.07e-05
1141,7.373e-05
1142,0.0
1143,0.0
1144,1.0
1145,1.0
1146,1.0
1147,1.0
1148,0.0
1149,1.0
1150,0.0
1151,1.0
1152,0.0
1153,0.0
1154,0.999
1155,0.999
1156,0.0
1157,0.996
1158,1.0
1159,2.354e-05
1160,0.0
1161,2.71e-05
1162,0.0
1163,1.58e-05
1164,0.0
1165,0.6987
1166,1.0
1167,0.995
1168,0.001346
1169,0.9707
1170,0.993
1171,0.0
1172,1.0
1173,1.0
1174,1.0
1175,1.0
1176,0.0
1177,0.0004303
1178,0.000591
1179,0.999
1180,1.0
1181,0.2335
1182,1.0
1183,0.999
1184,0.999
1185,0.0
1186,1.0
1187,4.65e-05
1188,1.0
1189,0.6284
1190,0.0632
1191,1.0
1192,0.71
1193,0.0
1194,0.0
1195,1.0
1196,0.0003393
1197,1.0
1198,0.0006666
1199,6.92e-05
1200,1.0
1201,0.999
1202,0.0
1203,1.0
1204,0.0
1205,1.0
1206,0.0
1207,1.0
1208,0.0
1209,2.486e-05
1210,1.0
1211,1.0
1212,0.0
1213,0.000416
1214,0.999
1215,0.991
1216,1.0
1217,1.0
1218,2.176e-05
1219,1.0
1220,0.0
1221,0.01537
1222,1.0
1223,1.0
1224,1.0
1225,0.0
1226,0.0
1227,1.0
1228,0.0003226
1229,8.893e-05
1230,0.0
1231,0.00094
1232,1.0
1233,0.0
1234,0.0
1235,0.992
1236,0.995
1237,1.0
1238,0.998
1239,0.0004408
1240,0.00010973
1241,1.0
1242,1.0
1243,0.0
1244,0.0
1245,0.999
1246,0.0
1247,0.0
1248,0.999
1249,0.0
1250,1.0
1251,0.001335
1252,0.0
1253,0.999
1254,0.0
1255,0.001197
1256,0.0
1257,0.999
1258,2.73e-05
1259,0.0
1260,0.0
1261,1.0
1262,2.71e-05
1263,0.00974
1264,0.0
1265,0.0
1266,0.0006
1267,0.8237
1268,0.0
1269,1.0
1270,0.0
1271,1.0
1272,1.0
1273,1.0
1274,0.0001796
1275,1.0
1276,1.0
1277,0.00011873
1278,0.0001106
1279,1.0
1280,1.0
1281,0.0
1282,0.0001196
1283,0.999
1284,1.0
1285,0.0
1286,1.0
1287,0.0
1288,0.0003557
1289,1.0
1290,1.0
1291,0.0
1292,0.2605
1293,0.0
1294,0.999
1295,0.0
1296,3.24e-05
1297,0.0
1298,0.0
1299,0.0
1300,0.0004
1301,1.0
1302,0.0001768
1303,0.0
1304,0.993
1305,1.0
1306,1.0
1307,0.0
1308,1.0
1309,0.0
1310,0.0
1311,0.004593
1312,1.0
1313,9.173e-05
1314,1.0
1315,1.0
1316,0.0
1317,1.0
1318,1.0
1319,1.0
1320,0.0002937
1321,0.0
1322,0.0
1323,0.0
1324,0.0001811
1325,0.0005593
1326,0.0003364
1327,0.999
1328,0.999
1329,0.999
1330,0.0
1331,0.0
1332,0.998
1333,1.0
1334,0.999
1335,0.000915
1336,0.0
1337,0.0
1338,0.03128
1339,0.0
1340,0.999
1341,0.0
1342,1.0
1343,1.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0001303
1349,0.00634
1350,1.0
1351,0.999
1352,0.002296
1353,0.999
1354,3.093e-05
1355,0.0
1356,0.999
1357,0.0001031
1358,1.0
1359,0.0002378
1360,1.0
1361,0.0
1362,3.976e-05
1363,0.0002959
1364,0.0003502
1365,0.03278
1366,0.999
1367,0.696
1368,0.0
1369,0.9883
1370,0.0
1371,0.3347
1372,1.0
1373,1.0
1374,0.000544
1375,0.0
1376,1.0
1377,1.0
1378,0.9844
1379,0.0
1380,0.3816
1381,1.0
1382,0.999
1383,0.0
1384,0.642
1385,1.0
1386,0.999
1387,0.996
1388,3.976e-05
1389,1.0
1390,0.0
1391,0.0001465
1392,0.0
1393,1.0
1394,3.45e-05
1395,1.0
1396,0.0
1397,0.0
1398,0.0
1399,1.0
1400,0.999
1401,0.999
1402,1.0
1403,6.25e-05
1404,0.0
1405,0.998
1406,0.0
1407,0.0
1408,1.806e-05
1409,1.0
1410,0.0003252
1411,1.0
1412,0.0004725
1413,0.999
1414,1.0
1415,0.0
1416,0.0001897
1417,0.0
1418,0.0
1419,0.0051
1420,1.0
1421,0.998
1422,0.0
1423,0.3938
1424,1.0
1425,0.0
1426,0.0
1427,1.0
1428,0.998
1429,1.0
1430,0.9883
1431,1.0
1432,0.999
1433,0.999
1434,1.0
1435,1.0
1436,1.0
1437,1.0
1438,0.0
1439,0.0
1440,0.00189
1441,0.0
1442,0.9497
1443,1.0
1444,0.9717
1445,1.0
1446,0.0
1447,0.0003672
1448,0.1626
1449,1.0
1450,0.0005136
1451,0.0
1452,0.997
1453,0.0
1454,0.0002252
1455,4.005e-05
1456,0.0
1457,1.0
1458,0.999
1459,2.25e-05
1460,0.999
1461,0.0
1462,0.644
1463,0.0
1464,0.0
1465,0.01466
1466,0.002705
1467,0.003899
1468,0.995
1469,1.0
1470,0.999
1471,0.999
1472,0.0
1473,0.0
1474,0.0
1475,0.0
1476,0.993
1477,1.0
1478,0.0
1479,0.9727
1480,7.254e-05
1481,1.0
1482,0.998
1483,1.0
1484,0.0
1485,0.0
1486,1.0
1487,0.0
1488,8.48e-05
1489,0.0
1490,0.999
1491,0.0
1492,0.0
1493,1.0
1494,0.0
1495,0.999
1496,0.999
1497,1.0
1498,1.0
1499,0.0
1500,0.0
1501,1.0
1502,0.00010806
1503,0.0008698
1504,0.01514
1505,0.0
1506,1.0
1507,0.0
1508,0.995
1509,1.0
1510,0.0
1511,2.13e-05
1512,1.0
1513,0.0
1514,0.0
1515,0.003944
1516,1.0
1517,0.0002866
1518,0.0
1519,1.0
1520,0.0
1521,1.0
1522,5.65e-05
1523,0.0
1524,3.45e-05
1525,1.0
1526,1.0
1527,0.0001224
1528,0.0
1529,1.0
1530,1.0
1531,0.998
1532,9.173e-05
1533,0.0
1534,7.546e-05
1535,0.0
1536,1.0
1537,1.0
1538,1.0
1539,0.0
1540,0.0
1541,1.0
1542,1.0
1543,1.0
1544,1.0
1545,0.005707
1546,0.999
1547,0.991
1548,0.0
1549,1.0
1550,0.003624
1551,0.0
1552,0.0
1553,0.999
1554,1.0
1555,0.0
1556,0.0005093
1557,1.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0004864
1562,1.0
1563,1.0
1564,0.993
1565,0.0
1566,0.001721
1567,0.0
1568,1.0
1569,1.0
1570,0.000303
1571,1.0
1572,0.993
1573,1.0
1574,0.999
1575,1.0
1576,0.999
1577,0.998
1578,0.0007296
1579,0.0
1580,1.0
1581,1.0
1582,0.0
1583,1.0
1584,8.285e-05
1585,0.0
1586,0.0
1587,0.0007234
1588,2.51e-05
1589,0.0
1590,1.0
1591,1.0
1592,0.000315
1593,1.0
1594,1.0
1595,0.0
1596,0.994
1597,0.0
1598,0.7456
1599,1.0
1600,0.997
1601,0.0
1602,1.0
1603,0.0002115
1604,6.92e-05
1605,0.6094
1606,0.0
1607,0.0
1608,0.0
1609,1.0
1610,1.0
1611,0.0007296
1612,1.0
1613,8.61e-05
1614,0.01525
1615,0.0001115
1616,9.096e-05
1617,0.999
1618,0.0
1619,1.0
1620,1.0
1621,0.0001264
1622,0.0
1623,0.0
1624,0.2554
1625,1.0
1626,0.0
1627,0.0
1628,1.0
1629,1.0
1630,1.0
1631,0.0
1632,1.0
1633,1.0
1634,1.0
1635,1.0
1636,1.836e-05
1637,1.0
1638,1.0
1639,0.999
1640,1.0
1641,0.0
1642,1.0
1643,1.0
1644,1.0
1645,1.0
1646,0.00011784
1647,1.0
1648,0.1289
1649,0.00205
1650,0.9883
1651,0.0
1652,0.999
1653,1.0
1654,1.0
1655,1.0
1656,0.001675
1657,0.0
1658,1.0
1659,0.995
1660,3.73e-05
1661,0.0
1662,0.999
1663,0.2041
1664,0.0
1665,0.0
1666,0.0
1667,1.0
1668,0.014175
1669,0.994
1670,0.0
1671,1.0
1672,1.0
1673,0.0003448
1674,0.01724
1675,0.0002866
1676,1.0
1677,0.999
1678,1.0
1679,3.68e-05
1680,0.0
1681,3.123e-05
1682,1.0
1683,0.0
1684,1.0
1685,0.998
1686,1.0
1687,1.0
1688,0.999
1689,0.0
1690,1.0
1691,0.99
1692,1.0
1693,1.0
1694,0.03482
1695,0.00639
1696,1.0
1697,7.904e-05
1698,0.0
1699,0.995
1700,2.885e-05
1701,0.995
1702,1.0
1703,1.0
1704,0.999
1705,1.0
1706,1.0
1707,0.0
1708,0.942
1709,0.0
1710,0.0
1711,1.0
1712,0.0
1713,0.0001023
1714,1.0
1715,0.671
1716,0.9854
1717,0.995
1718,0.0001501
1719,0.998
1720,0.999
1721,0.0
1722,1.0
1723,0.0008135
1724,0.0
1725,1.0
1726,1.0
1727,1.0
1728,1.0
1729,0.0
1730,1.0
1731,0.0
1732,0.999
1733,1.0
1734,0.0003393
1735,0.02763
1736,0.0
1737,1.0
1738,0.0
1739,0.999
1740,1.91e-05
1741,9.91e-05
1742,1.0
1743,1.0
1744,1.0
1745,0.0
1746,1.0
1747,0.0
1748,0.0
1749,0.0002252
1750,0.0
1751,0.9116
1752,1.806e-05
1753,1.0
1754,3.68e-05
1755,1.0
1756,0.000166
1757,0.7847
1758,1.0
1759,1.0
1760,0.0
1761,0.999
1762,1.0
1763,4.196e-05
1764,1.0
1765,0.0
1766,1.0
1767,1.0
1768,1.0
1769,1.0
1770,0.01428
1771,0.0008793
1772,0.0001264
1773,1.0
1774,0.0
1775,0.0
1776,0.999
1777,8.61e-05
1778,2.25e-05
1779,0.0
1780,0.0
1781,0.998
1782,1.0
1783,0.0
1784,0.006695
1785,0.0
1786,0.999
1787,1.0
1788,0.997
1789,1.0
1790,0.0
1791,1.0
1792,4.87e-05
1793,0.00923
1794,0.998
1795,0.0
1796,0.00255
1797,1.0
1798,0.0
1799,0.0
1800,1.0
1801,1.0
1802,0.0
1803,0.999
1804,0.0
1805,0.0
1806,0.0671
1807,0.997
1808,0.625
1809,1.0
1810,0.7983
1811,1.0
1812,0.00656
1813,1.0
1814,1.0
1815,0.0
1816,1.0
1817,0.999
1818,0.0
1819,0.4592
1820,0.0
1821,0.999
1822,0.0
1823,0.00181
1824,1.794e-05
1825,1.0
1826,0.00888
1827,0.0
1828,0.978
1829,1.0
1830,8.35e-05
1831,1.0
1832,1.0
1833,8.61e-05
1834,0.0
1835,0.0
1836,4.834e-05
1837,1.0
1838,1.0
1839,0.000456
1840,1.0
1841,1.0
1842,1.0
1843,3.79e-05
1844,0.0
1845,0.999
1846,0.998
1847,0.0
1848,1.0
1849,1.0
1850,1.0
1851,1.0
1852,0.0
1853,1.0
1854,0.0
1855,1.0
1856,0.998
1857,0.0
1858,0.0
1859,1.0
1860,0.998
1861,0.002642
1862,0.0
1863,0.999
1864,0.0
1865,1.0
1866,0.999
1867,2.11e-05
1868,0.0
1869,0.0009503
1870,0.0
1871,0.999
1872,1.0
1873,1.0
1874,0.999
1875,0.0
1876,1.0
1877,1.0
1878,1.0
1879,0.0
1880,0.0
1881,0.999
1882,1.0
1883,0.0
1884,1.0
1885,0.003649
1886,0.981
1887,0.0002288
1888,1.0
1889,0.0
1890,0.0004125
1891,1.0
1892,0.99
1893,0.0
1894,0.0
1895,0.998
1896,0.00174
1897,0.0
1898,0.0
1899,0.0002434
1900,0.0
1901,0.0
1902,0.996
1903,1.0
1904,0.993
1905,1.0
1906,0.998
1907,0.0676
1908,0.999
1909,0.999
1910,1.0
1911,0.795
1912,1.0
1913,0.0
1914,1.0
1915,1.0
1916,1.0
1917,1.0
1918,3.76e-05
1919,0.998
1920,0.0
1921,0.0
1922,0.999
1923,3.62e-05
1924,0.0
1925,1.0
1926,0.001405
1927,3.79e-05
1928,0.9316
1929,0.0
1930,0.998
1931,0.002296
1932,1.0
1933,0.809
1934,0.0
1935,5.74e-05
1936,0.0006237
1937,0.995
1938,1.0
1939,1.0
1940,1.0
1941,1.0
1942,0.0
1943,0.6533
1944,7.546e-05
1945,0.0003788
1946,0.0
1947,1.0
1948,1.0
1949,1.0
1950,1.0
1951,0.0
1952,0.0
1953,0.0002866
1954,1.0
1955,2.337e-05
1956,1.0
1957,0.0
1958,0.0
1959,3.123e-05
1960,2.63e-05
1961,0.0
1962,1.0
1963,0.0
1964,3.76e-05
1965,0.0
1966,1.0
1967,2.43e-05
1968,1.0
1969,0.822
1970,0.994
1971,0.0
1972,0.9414
1973,0.001513
1974,0.0
1975,0.0
1976,0.0005465
1977,0.994
1978,0.0
1979,1.0
1980,1.0
1981,1.0
1982,0.0
1983,1.0
1984,1.0
1985,0.0
1986,0.993
1987,1.0
1988,0.0
1989,1.0
1990,1.0
1991,1.0
1992,0.0
1993,0.0332
1994,1.0
1995,0.0
1996,1.0
1997,1.0
1998,1.0
1999,0.0
2000,0.999
2001,1.0
2002,1.0
2003,0.0
2004,1.0
2005,1.0
2006,0.0
2007,1.0
2008,1.0
